sample_id,source_dataset,crop_type,location_country,location_continent,timestamp,sample_year,toxin_name,toxin_value_raw,toxin_unit,toxin_value_standardized_ug_kg,toxin_detected,fungal_species,association_type,original_metadata
MOCK_048,PureGrain Mock Dataset 2024,Barley,Slovakia,Europe,2018-06-15,2018,Aflatoxins,1.41,ug/kg,1.41,True,Aspergillus flavus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4.0}"
MOCK_049,PureGrain Mock Dataset 2024,Oats,Netherlands,Europe,2019-06-15,2019,Deoxynivalenol,1054.02,ug/kg,1054.02,True,Fusarium culmorum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 1250.0}"
MOCK_050,PureGrain Mock Dataset 2024,Wheat,Spain,Europe,2016-06-15,2016,Fumonisins,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 4000.0}"
MOCK_051,PureGrain Mock Dataset 2024,Rye,Romania,Europe,2017-06-15,2017,Aflatoxins,11.05,ug/kg,11.05,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_052,PureGrain Mock Dataset 2024,Barley,Czech Republic,Europe,2017-06-15,2017,Aflatoxins,2.14,ug/kg,2.14,True,Aspergillus flavus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4.0}"
MOCK_053,PureGrain Mock Dataset 2024,Rye,Belgium,Europe,2015-06-15,2015,Ochratoxin A,1.63,ug/kg,1.63,True,Aspergillus ochraceus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 3.0}"
MOCK_054,PureGrain Mock Dataset 2024,Maize,Italy,Europe,2016-06-15,2016,Aflatoxins,9.94,ug/kg,9.94,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_055,PureGrain Mock Dataset 2024,Barley,Poland,Europe,2018-06-15,2018,Aflatoxins,5.63,ug/kg,5.63,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_056,PureGrain Mock Dataset 2024,Rye,Netherlands,Europe,2019-06-15,2019,Fumonisins,10768.83,ug/kg,10768.83,True,Fusarium verticillioides,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4000.0}"
MOCK_057,PureGrain Mock Dataset 2024,Oats,Spain,Europe,2015-06-15,2015,Aflatoxins,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 4.0}"
MOCK_058,PureGrain Mock Dataset 2024,Barley,Poland,Europe,2022-06-15,2022,Deoxynivalenol,552.69,ug/kg,552.69,True,Fusarium culmorum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 1250.0}"
MOCK_059,PureGrain Mock Dataset 2024,Wheat,France,Europe,2017-06-15,2017,Zearalenone,76.77,ug/kg,76.77,True,Fusarium graminearum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 100.0}"
MOCK_060,PureGrain Mock Dataset 2024,Rye,Estonia,Europe,2021-06-15,2021,Deoxynivalenol,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 1250.0}"
MOCK_061,PureGrain Mock Dataset 2024,Barley,Belgium,Europe,2020-06-15,2020,Zearalenone,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 100.0}"
MOCK_062,PureGrain Mock Dataset 2024,Wheat,Czech Republic,Europe,2023-06-15,2023,Aflatoxins,7.25,ug/kg,7.25,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_063,PureGrain Mock Dataset 2024,Maize,Finland,Europe,2017-06-15,2017,Deoxynivalenol,3276.93,ug/kg,3276.93,True,Fusarium culmorum,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 1250.0}"
MOCK_064,PureGrain Mock Dataset 2024,Wheat,Portugal,Europe,2020-06-15,2020,Deoxynivalenol,2279.28,ug/kg,2279.28,True,Fusarium culmorum,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 1250.0}"
MOCK_065,PureGrain Mock Dataset 2024,Barley,Czech Republic,Europe,2016-06-15,2016,Deoxynivalenol,163.72,ug/kg,163.72,True,Fusarium culmorum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 1250.0}"
MOCK_066,PureGrain Mock Dataset 2024,Maize,Bulgaria,Europe,2022-06-15,2022,Deoxynivalenol,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 1250.0}"
MOCK_067,PureGrain Mock Dataset 2024,Maize,Czech Republic,Europe,2018-06-15,2018,Zearalenone,32.29,ug/kg,32.29,True,Fusarium graminearum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 100.0}"
MOCK_068,PureGrain Mock Dataset 2024,Barley,Spain,Europe,2023-06-15,2023,Aflatoxins,3.54,ug/kg,3.54,True,Aspergillus flavus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4.0}"
MOCK_069,PureGrain Mock Dataset 2024,Barley,Lithuania,Europe,2016-06-15,2016,Zearalenone,152.24,ug/kg,152.24,True,Fusarium graminearum,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 100.0}"
MOCK_070,PureGrain Mock Dataset 2024,Barley,Estonia,Europe,2016-06-15,2016,Zearalenone,37.65,ug/kg,37.65,True,Fusarium graminearum,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 100.0}"
MOCK_071,PureGrain Mock Dataset 2024,Oats,Austria,Europe,2023-06-15,2023,Ochratoxin A,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 3.0}"
MOCK_072,PureGrain Mock Dataset 2024,Maize,Estonia,Europe,2015-06-15,2015,Aflatoxins,4.01,ug/kg,4.01,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_073,PureGrain Mock Dataset 2024,Maize,Lithuania,Europe,2021-06-15,2021,Aflatoxins,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 4.0}"
MOCK_074,PureGrain Mock Dataset 2024,Rye,Austria,Europe,2016-06-15,2016,Aflatoxins,6.4,ug/kg,6.4,True,Aspergillus flavus,Reported,"{""scenario"": ""red"", ""threshold_ug_kg"": 4.0}"
MOCK_075,PureGrain Mock Dataset 2024,Oats,Belgium,Europe,2021-06-15,2021,Aflatoxins,2.17,ug/kg,2.17,True,Aspergillus flavus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4.0}"
MOCK_076,PureGrain Mock Dataset 2024,Oats,Romania,Europe,2017-06-15,2017,Fumonisins,1363.04,ug/kg,1363.04,True,Fusarium verticillioides,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4000.0}"
MOCK_077,PureGrain Mock Dataset 2024,Wheat,Lithuania,Europe,2019-06-15,2019,Aflatoxins,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 4.0}"
MOCK_078,PureGrain Mock Dataset 2024,Rye,Estonia,Europe,2022-06-15,2022,Aflatoxins,2.56,ug/kg,2.56,True,Aspergillus flavus,Reported,"{""scenario"": ""orange"", ""threshold_ug_kg"": 4.0}"
MOCK_079,PureGrain Mock Dataset 2024,Oats,Slovakia,Europe,2016-06-15,2016,Deoxynivalenol,,ug/kg,,False,,Reported,"{""scenario"": ""green"", ""threshold_ug_kg"": 1250.0}"

