sample_id,source_dataset,crop_type,location_country,location_continent,timestamp,sample_year,toxin_name,toxin_value_raw,toxin_unit,toxin_value_standardized_ug_kg,toxin_detected,fungal_species,association_type,original_metadata
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Deoxynivalenol,2.4,ug/kg,2.4,True,Fusarium graminearum,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Deoxynivalenol,2.4,ug/kg,2.4,True,Fusarium culmorum,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Ochratoxin A,2.4,ug/kg,2.4,True,Aspergillus ochraceus,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Ochratoxin A,2.4,ug/kg,2.4,True,Aspergillus carbonarius,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Ochratoxin A,2.4,ug/kg,2.4,True,Penicillium verrucosum,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Ochratoxin A,2.4,ug/kg,2.4,True,Aspergillus niger,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Aflatoxins,2.4,ug/kg,2.4,True,Aspergillus flavus,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Aflatoxins,2.4,ug/kg,2.4,True,Aspergillus parasiticus,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_3,Supplementary Material 1 (Included studies),Beans (Phaseolus vulgaris),Unknown,Africa,2010s,2010.0,Aflatoxins,2.4,ug/kg,2.4,True,Aspergillus nomius,Known Producer,"{""reference"": ""Njobeh et al. (2010)"", ""title"": ""Simultaneous occurrence of mycotoxins in human food commodities from Cameroon"", ""journal"": ""Mycotoxin Research"", ""highlights"": ""Co-contamination with different mycotoxins was found in the samples."", ""sample_no"": ""None"", ""detection_technique"": ""HPLC - fluorescence, refractive index, photodiode array""}"
SUPP_INC_4,Supplementary Material 1 (Included studies),Lentils (Lens culinaris) and faba beans (Vicia faba),Unknown,Africa,1980s,1983.0,Aflatoxins,72.1,ug/kg,72.1,True,Aspergillus flavus,Known Producer,"{""reference"": ""Qutet et al. (1983)"", ""title"": ""Occurrence of aflatoxins in some Egyptian food crops collected from two coastal regions"", ""journal"": ""Food Chemistry"", ""highlights"": ""Faba beans had a higher content of aflatoxins than lentils. Other commodities tested had higher contamination levels. Authors associated this to the bad storage conditions of the products."", ""sample_no"": ""None"", ""detection_technique"": ""BGYF for deection- TLC for determination""}"
SUPP_INC_4,Supplementary Material 1 (Included studies),Lentils (Lens culinaris) and faba beans (Vicia faba),Unknown,Africa,1980s,1983.0,Aflatoxins,72.1,ug/kg,72.1,True,Aspergillus parasiticus,Known Producer,"{""reference"": ""Qutet et al. (1983)"", ""title"": ""Occurrence of aflatoxins in some Egyptian food crops collected from two coastal regions"", ""journal"": ""Food Chemistry"", ""highlights"": ""Faba beans had a higher content of aflatoxins than lentils. Other commodities tested had higher contamination levels. Authors associated this to the bad storage conditions of the products."", ""sample_no"": ""None"", ""detection_technique"": ""BGYF for deection- TLC for determination""}"
SUPP_INC_4,Supplementary Material 1 (Included studies),Lentils (Lens culinaris) and faba beans (Vicia faba),Unknown,Africa,1980s,1983.0,Aflatoxins,72.1,ug/kg,72.1,True,Aspergillus nomius,Known Producer,"{""reference"": ""Qutet et al. (1983)"", ""title"": ""Occurrence of aflatoxins in some Egyptian food crops collected from two coastal regions"", ""journal"": ""Food Chemistry"", ""highlights"": ""Faba beans had a higher content of aflatoxins than lentils. Other commodities tested had higher contamination levels. Authors associated this to the bad storage conditions of the products."", ""sample_no"": ""None"", ""detection_technique"": ""BGYF for deection- TLC for determination""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,Aspergillus fumigatus,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,A. niger,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,A. flavus,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,A. terreus,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,Penicillium notatum,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_5,Supplementary Material 1 (Included studies),Lentils (Lens culinaris),Unknown,Africa,1980s,1988.0,Aflatoxins,20000.0,ug/kg,20000.0,True,Rhizopus oryzae,Reported,"{""reference"": ""El-Maraghy (1988)"", ""title"": ""Aflatoxins and fungal flora in lentil (Lens esculenta L.)"", ""journal"": ""Mycopathologia"", ""highlights"": ""Described the mycoflora present in lentils and the associated contamination with aflatoxins."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_6,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1991.0,Aflatoxins,5300.0,ug/kg,5300.0,True,A. flavus,Reported,"{""reference"": ""El-Kady et al. (1991)"", ""title"": ""Mycotoxin production on different cultivars and lines of broad bean (Vicia faba L.) seeds in Egypt"", ""journal"": ""Mycopathologia"", ""highlights"": ""Resistance of different bean varieties against the fungi and the production of the aflatoxin."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_6,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1991.0,Aflatoxins,5300.0,ug/kg,5300.0,True,Stachybotrys chartarum,Reported,"{""reference"": ""El-Kady et al. (1991)"", ""title"": ""Mycotoxin production on different cultivars and lines of broad bean (Vicia faba L.) seeds in Egypt"", ""journal"": ""Mycopathologia"", ""highlights"": ""Resistance of different bean varieties against the fungi and the production of the aflatoxin."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_6,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1991.0,Aflatoxins,5300.0,ug/kg,5300.0,True,A. ochraceus and F. oxysporum,Reported,"{""reference"": ""El-Kady et al. (1991)"", ""title"": ""Mycotoxin production on different cultivars and lines of broad bean (Vicia faba L.) seeds in Egypt"", ""journal"": ""Mycopathologia"", ""highlights"": ""Resistance of different bean varieties against the fungi and the production of the aflatoxin."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_7,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1994.0,Aflatoxins,20.0,ug/kg,20.0,True,Aspergillus flavus,Known Producer,"{""reference"": ""Mahmoud and Abd-Alla (1994)"", ""title"": ""Natural occurrence of mycotoxins in broad bean (Vicia faba L.) seeds and their effect on Rhizobium-legume symbiosis"", ""journal"": ""Soil Biology and Biochemistry"", ""highlights"": ""Negative effect of mycotoxins on nodule formation."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_7,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1994.0,Aflatoxins,20.0,ug/kg,20.0,True,Aspergillus parasiticus,Known Producer,"{""reference"": ""Mahmoud and Abd-Alla (1994)"", ""title"": ""Natural occurrence of mycotoxins in broad bean (Vicia faba L.) seeds and their effect on Rhizobium-legume symbiosis"", ""journal"": ""Soil Biology and Biochemistry"", ""highlights"": ""Negative effect of mycotoxins on nodule formation."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
SUPP_INC_7,Supplementary Material 1 (Included studies),Broad beans (Vicia faba),Unknown,Africa,1990s,1994.0,Aflatoxins,20.0,ug/kg,20.0,True,Aspergillus nomius,Known Producer,"{""reference"": ""Mahmoud and Abd-Alla (1994)"", ""title"": ""Natural occurrence of mycotoxins in broad bean (Vicia faba L.) seeds and their effect on Rhizobium-legume symbiosis"", ""journal"": ""Soil Biology and Biochemistry"", ""highlights"": ""Negative effect of mycotoxins on nodule formation."", ""sample_no"": ""None"", ""detection_technique"": ""TLC""}"
