sample_id,source_dataset,crop_type,location_country,location_continent,timestamp,sample_year,toxin_name,toxin_value_raw,toxin_unit,toxin_value_standardized_ug_kg,toxin_detected,fungal_species,association_type,original_metadata,target_date,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
MYCO_5,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Pistachio nut,Lithuania,Europe,2020-01-26,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Point de vente au d\u00e9tail"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""7EE6747557E2D51EA72DEB79FA659AAB"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-07 19:12:00,55.964,22.7464,1.276,2.63,-0.85,96.03800000000001,0.8
MYCO_6,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A014R)",Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,1.46,µg/kg,1.46,True,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""050444DA8578E0D52C0E21EF9DEC5DA8"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-05 19:12:00,54.821000000000005,24.0732,1.924,3.934,0.12800000000000006,96.546,2.1399999999999997
MYCO_6,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A014R)",Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,1.46,µg/kg,1.46,True,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""050444DA8578E0D52C0E21EF9DEC5DA8"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-11 14:24:00,55.6442,24.059800000000003,1.278,2.4840000000000004,0.1999999999999999,96.26599999999999,2.2500000000000004
MYCO_6,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A014R)",Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,1.46,µg/kg,1.46,True,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""050444DA8578E0D52C0E21EF9DEC5DA8"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-09 00:00:00,54.887800000000006,23.8974,0.06999999999999991,1.576,-1.488,89.922,1.2
MYCO_7,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""2C320D359F0B9394808AC7A957E405EC"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-17 14:24:00,55.315999999999995,23.9928,0.6024999999999999,2.3525,-0.8875,82.875,1.5525
MYCO_7,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""2C320D359F0B9394808AC7A957E405EC"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-17 14:24:00,55.647000000000006,23.534,4.148000000000001,5.704,2.164,97.648,7.047999999999999
MYCO_7,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""2C320D359F0B9394808AC7A957E405EC"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-27 00:00:00,55.67960000000001,22.287,3.618,5.540000000000001,1.732,95.49600000000001,2.686
MYCO_8,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""A9849C14D1B74F3439C94C9EBA9D2028"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-02 14:24:00,55.4976,22.5572,0.666,2.234,-0.6479999999999999,94.682,1.592
MYCO_8,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""A9849C14D1B74F3439C94C9EBA9D2028"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-23 04:48:00,55.4618,22.708000000000002,2.96,4.3175,0.3650000000000001,95.52,0.4
MYCO_8,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""A9849C14D1B74F3439C94C9EBA9D2028"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-05 19:12:00,55.60699999999999,23.8232,1.086,2.6,-0.7,89.99600000000001,2.136
MYCO_9,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""ACB9AD5991A504C604BD2C612CB0FAE1"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-29 09:36:00,55.2642,23.9578,3.474,5.428,1.984,98.092,2.272
MYCO_9,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""ACB9AD5991A504C604BD2C612CB0FAE1"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-22 19:12:00,55.4184,22.991999999999997,3.188,4.308,0.8659999999999999,94.424,6.037999999999999
MYCO_9,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""ACB9AD5991A504C604BD2C612CB0FAE1"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-22 19:12:00,55.1798,24.3418,0.74,2.094,-0.708,91.484,1.134
MYCO_10,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""89C5C01882762637BC7A1D25ECFE0958"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-04 14:24:00,55.5064,24.6018,0.052000000000000046,1.858,-1.46,93.79400000000001,1.15
MYCO_10,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""89C5C01882762637BC7A1D25ECFE0958"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-03 09:36:00,55.278,23.6812,1.7920000000000003,3.5060000000000002,-0.0379999999999999,95.426,3.37
MYCO_10,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Dried vine fruits (raisins),Lithuania,Europe,2020-01-22,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""89C5C01882762637BC7A1D25ECFE0958"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-23 19:12:00,55.409400000000005,23.200200000000002,0.8320000000000001,2.376,-0.844,91.53999999999999,1.654
MYCO_11,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-21,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""3405B8D7F91DFE08F24210CAE29918D6"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-16 09:36:00,55.313199999999995,23.808600000000002,1.6780000000000002,3.75,0.082,95.912,1.138
MYCO_11,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-21,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""3405B8D7F91DFE08F24210CAE29918D6"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-05 04:48:00,55.741200000000006,23.3056,0.544,2.2980000000000005,-1.178,96.31800000000001,1.192
MYCO_11,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-21,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""3405B8D7F91DFE08F24210CAE29918D6"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-14 14:24:00,55.625,22.627000000000002,0.858,2.5200000000000005,-1.048,94.854,1.8839999999999997
MYCO_12,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Linseed (feed),Lithuania,Europe,2020-01-07,2020.0,Aflatoxins,0.0019,mg/kg,1.9,True,Aspergillus flavus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8B7BF6D35FC5D806000CCCEC3FDF5B14"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-01 14:24:00,55.142999999999994,22.7758,2.56,4.346,-0.4680000000000001,95.048,0.7100000000000001
MYCO_12,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Linseed (feed),Lithuania,Europe,2020-01-07,2020.0,Aflatoxins,0.0019,mg/kg,1.9,True,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8B7BF6D35FC5D806000CCCEC3FDF5B14"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-01 14:24:00,54.85360000000001,24.1722,2.5780000000000003,4.174,1.144,96.188,2.282
MYCO_12,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Linseed (feed),Lithuania,Europe,2020-01-07,2020.0,Aflatoxins,0.0019,mg/kg,1.9,True,Aspergillus nomius,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8B7BF6D35FC5D806000CCCEC3FDF5B14"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-16 04:48:00,55.392999999999994,23.6552,1.596,3.534,-0.634,86.042,0.952
MYCO_13,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A015Y)",Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""EADBBC8EC68A2C856F52445BDFF67147"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-24 19:12:00,55.5384,23.379399999999997,4.254,5.742,2.5100000000000002,95.574,3.178
MYCO_13,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A015Y)",Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""EADBBC8EC68A2C856F52445BDFF67147"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-24 09:36:00,55.5698,23.04,2.588,4.886,-0.7300000000000001,94.90799999999999,2.194
MYCO_13,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A015Y)",Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""EADBBC8EC68A2C856F52445BDFF67147"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-19 19:12:00,55.289,23.4644,4.252000000000001,5.97,2.604,93.05799999999999,1.4840000000000002
MYCO_14,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8711F733D59280CA5C2B1130A69E42CE"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-27 14:24:00,55.8952,23.8442,1.1019999999999999,3.0780000000000003,-0.708,92.276,2.578
MYCO_14,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8711F733D59280CA5C2B1130A69E42CE"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-19 00:00:00,54.876400000000004,24.0472,2.6100000000000003,4.3420000000000005,0.6020000000000001,91.24,1.4899999999999998
MYCO_14,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2020-01-06,2020.0,Aflatoxins,,mg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 0.0012, ""original_id"": ""8711F733D59280CA5C2B1130A69E42CE"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-25 00:00:00,55.4096,23.085,0.9639999999999999,2.742,-0.4779999999999999,88.636,0.728
MYCO_15,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""6E4C68A7EB3F0C02898B81C9A811C314"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-11-25 00:00:00,55.166399999999996,23.4052,1.935,3.4050000000000002,-0.022499999999999964,84.35,1.9649999999999999
MYCO_15,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""6E4C68A7EB3F0C02898B81C9A811C314"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-08 00:00:00,55.238,23.7032,-0.8379999999999999,0.976,-2.914,95.32,2.118
MYCO_15,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2020-01-15,2020.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""6E4C68A7EB3F0C02898B81C9A811C314"", ""source_file"": ""OCC_CHEMMON2021_LT_2020.CSV""}",2019-12-02 14:24:00,55.27,24.147,0.8080000000000002,3.152,-1.73,89.636,0.45200000000000007
